track_title,track_n,line,word
It's All Coming Back to Me Now (Radio Version),5,66,coming
It's All Coming Back to Me Now (Radio Version),5,67,flesh
It's All Coming Back to Me Now (Radio Version),5,67,fantasies
It's All Coming Back to Me Now (Radio Version),5,68,coming
It's All Coming Back to Me Now (Radio Version),5,69,barely
It's All Coming Back to Me Now (Radio Version),5,69,recall
It's All Coming Back to Me Now (Radio Version),5,70,coming
It's All Coming Back to Me Now (Radio Version),5,71,forgive
It's All Coming Back to Me Now (Radio Version),5,72,forgive
It's All Coming Back to Me Now (Radio Version),5,73,forgive
It's All Coming Back to Me Now (Radio Version),5,73,forget
It's All Coming Back to Me Now (Radio Version),5,74,coming
It's All Coming Back to Me Now (Radio Version),5,76,coming
It's All Coming Back to Me Now (Radio Version),5,77,kiss
It's All Coming Back to Me Now (Radio Version),5,78,coming
It's All Coming Back to Me Now (Radio Version),5,79,touch
It's All Coming Back to Me Now (Radio Version),5,80,coming
It's All Coming Back to Me Now (Radio Version),5,82,coming
Love Can Move Mountains (Radio Edit),6,1,faith
Love Can Move Mountains (Radio Edit),6,2,trust
Love Can Move Mountains (Radio Edit),6,3,love
Love Can Move Mountains (Radio Edit),6,4,love
Love Can Move Mountains (Radio Edit),6,5,love
Love Can Move Mountains (Radio Edit),6,6,love
Love Can Move Mountains (Radio Edit),6,6,move
Love Can Move Mountains (Radio Edit),6,6,mountains
Love Can Move Mountains (Radio Edit),6,7,dream
Love Can Move Mountains (Radio Edit),6,8,chance
Love Can Move Mountains (Radio Edit),6,8,true
Love Can Move Mountains (Radio Edit),6,9,takes
Love Can Move Mountains (Radio Edit),6,9,faith
Love Can Move Mountains (Radio Edit),6,9,baby
Love Can Move Mountains (Radio Edit),6,11,baby
Love Can Move Mountains (Radio Edit),6,12,love
Love Can Move Mountains (Radio Edit),6,12,rise
Love Can Move Mountains (Radio Edit),6,13,night
Love Can Move Mountains (Radio Edit),6,14,light
Love Can Move Mountains (Radio Edit),6,15,love
Love Can Move Mountains (Radio Edit),6,15,light
Love Can Move Mountains (Radio Edit),6,16,yeah
Love Can Move Mountains (Radio Edit),6,16,yeah
Love Can Move Mountains (Radio Edit),6,16,yeah
Love Can Move Mountains (Radio Edit),6,16,yeah
Love Can Move Mountains (Radio Edit),6,16,yeah
Love Can Move Mountains (Radio Edit),6,17,faith
Love Can Move Mountains (Radio Edit),6,18,trust
Love Can Move Mountains (Radio Edit),6,19,love
Love Can Move Mountains (Radio Edit),6,20,love
Love Can Move Mountains (Radio Edit),6,20,move
Love Can Move Mountains (Radio Edit),6,20,mountains
Love Can Move Mountains (Radio Edit),6,21,heart
Love Can Move Mountains (Radio Edit),6,22,feel
Love Can Move Mountains (Radio Edit),6,22,feel
Love Can Move Mountains (Radio Edit),6,22,soul
Love Can Move Mountains (Radio Edit),6,23,love
Love Can Move Mountains (Radio Edit),6,23,love
Love Can Move Mountains (Radio Edit),6,24,love
Love Can Move Mountains (Radio Edit),6,24,move
Love Can Move Mountains (Radio Edit),6,24,mountains
Love Can Move Mountains (Radio Edit),6,25,yeah
Love Can Move Mountains (Radio Edit),6,25,baby
Love Can Move Mountains (Radio Edit),6,26,oceans
Love Can Move Mountains (Radio Edit),6,26,deep
Love Can Move Mountains (Radio Edit),6,26,mountains
Love Can Move Mountains (Radio Edit),6,27,stop
Love Can Move Mountains (Radio Edit),6,28,love
Love Can Move Mountains (Radio Edit),6,28,baby
Love Can Move Mountains (Radio Edit),6,29,reach
Love Can Move Mountains (Radio Edit),6,29,heavens
Love Can Move Mountains (Radio Edit),6,29,touch
Love Can Move Mountains (Radio Edit),6,29,sky
Love Can Move Mountains (Radio Edit),6,30,baby
Love Can Move Mountains (Radio Edit),6,31,love
Love Can Move Mountains (Radio Edit),6,31,strong
Love Can Move Mountains (Radio Edit),6,33,love
Love Can Move Mountains (Radio Edit),6,34,yeah
Love Can Move Mountains (Radio Edit),6,34,yeah
Love Can Move Mountains (Radio Edit),6,34,yeah
Love Can Move Mountains (Radio Edit),6,34,yeah
Love Can Move Mountains (Radio Edit),6,34,yeah
Love Can Move Mountains (Radio Edit),6,35,faith
Love Can Move Mountains (Radio Edit),6,36,trust
Love Can Move Mountains (Radio Edit),6,37,love
Love Can Move Mountains (Radio Edit),6,38,love
Love Can Move Mountains (Radio Edit),6,38,move
Love Can Move Mountains (Radio Edit),6,38,mountains
Love Can Move Mountains (Radio Edit),6,39,heart
Love Can Move Mountains (Radio Edit),6,40,feel
Love Can Move Mountains (Radio Edit),6,40,feel
Love Can Move Mountains (Radio Edit),6,40,soul
Love Can Move Mountains (Radio Edit),6,41,love
Love Can Move Mountains (Radio Edit),6,41,love
Love Can Move Mountains (Radio Edit),6,42,love
Love Can Move Mountains (Radio Edit),6,42,move
Love Can Move Mountains (Radio Edit),6,42,mountains
Love Can Move Mountains (Radio Edit),6,43,feel
Love Can Move Mountains (Radio Edit),6,43,baby
Love Can Move Mountains (Radio Edit),6,48,love
Love Can Move Mountains (Radio Edit),6,48,strong
Love Can Move Mountains (Radio Edit),6,50,faith
Love Can Move Mountains (Radio Edit),6,51,trust
Love Can Move Mountains (Radio Edit),6,52,love
Love Can Move Mountains (Radio Edit),6,53,love
Love Can Move Mountains (Radio Edit),6,53,move
Love Can Move Mountains (Radio Edit),6,53,mountains
Love Can Move Mountains (Radio Edit),6,54,heart
Love Can Move Mountains (Radio Edit),6,55,feel
Love Can Move Mountains (Radio Edit),6,55,feel
Love Can Move Mountains (Radio Edit),6,55,soul
Love Can Move Mountains (Radio Edit),6,56,love
Love Can Move Mountains (Radio Edit),6,56,love
Love Can Move Mountains (Radio Edit),6,57,love
Love Can Move Mountains (Radio Edit),6,57,move
Love Can Move Mountains (Radio Edit),6,57,mountains
Love Can Move Mountains (Radio Edit),6,58,love
Love Can Move Mountains (Radio Edit),6,59,love
Love Can Move Mountains (Radio Edit),6,59,baby
Love Can Move Mountains (Radio Edit),6,61,baby
Love Can Move Mountains (Radio Edit),6,62,love
Love Can Move Mountains (Radio Edit),6,63,love
Love Can Move Mountains (Radio Edit),6,63,move
Love Can Move Mountains (Radio Edit),6,63,mountains
Love Can Move Mountains (Radio Edit),6,64,feeling
Love Can Move Mountains (Radio Edit),6,64,love
Love Can Move Mountains (Radio Edit),6,65,looove
Love Can Move Mountains (Radio Edit),6,66,baby
Love Can Move Mountains (Radio Edit),6,68,baby
To Love You More (Radio Edit),7,NA,NA
My Heart Will Go On,8,1,night
My Heart Will Go On,8,1,dreams
My Heart Will Go On,8,2,feel
My Heart Will Go On,8,4,distance
My Heart Will Go On,8,5,spaces
My Heart Will Go On,8,8,heart
My Heart Will Go On,8,9,door
My Heart Will Go On,8,10,heart
My Heart Will Go On,8,11,heart
My Heart Will Go On,8,12,love
My Heart Will Go On,8,12,touch
My Heart Will Go On,8,12,time
My Heart Will Go On,8,13,lifetime
My Heart Will Go On,8,14,til
My Heart Will Go On,8,15,love
My Heart Will Go On,8,15,loved
My Heart Will Go On,8,16,true
My Heart Will Go On,8,16,time
My Heart Will Go On,8,16,hold
My Heart Will Go On,8,17,life
My Heart Will Go On,8,19,heart
My Heart Will Go On,8,20,door
My Heart Will Go On,8,21,heart
My Heart Will Go On,8,22,heart
My Heart Will Go On,8,23,fear
My Heart Will Go On,8,24,heart
My Heart Will Go On,8,25,stay
My Heart Will Go On,8,25,forever
My Heart Will Go On,8,26,safe
My Heart Will Go On,8,26,heart
My Heart Will Go On,8,27,heart
I'm Your Angel (Ft. R. Kelly),9,1,mountains
I'm Your Angel (Ft. R. Kelly),9,1,climb
I'm Your Angel (Ft. R. Kelly),9,2,climbing
I'm Your Angel (Ft. R. Kelly),9,2,faith
I'm Your Angel (Ft. R. Kelly),9,2,yeah
I'm Your Angel (Ft. R. Kelly),9,3,rivers
I'm Your Angel (Ft. R. Kelly),9,3,wide
I'm Your Angel (Ft. R. Kelly),9,4,pray
I'm Your Angel (Ft. R. Kelly),9,5,morning
I'm Your Angel (Ft. R. Kelly),9,6,day
I'm Your Angel (Ft. R. Kelly),9,6,bright
I'm Your Angel (Ft. R. Kelly),9,6,sun
I'm Your Angel (Ft. R. Kelly),9,7,fears
I'm Your Angel (Ft. R. Kelly),9,7,cast
I'm Your Angel (Ft. R. Kelly),9,9,cloud
I'm Your Angel (Ft. R. Kelly),9,9,sky
I'm Your Angel (Ft. R. Kelly),9,10,shoulder
I'm Your Angel (Ft. R. Kelly),9,10,cry
I'm Your Angel (Ft. R. Kelly),9,11,hear
I'm Your Angel (Ft. R. Kelly),9,11,voices
I'm Your Angel (Ft. R. Kelly),9,11,call
I'm Your Angel (Ft. R. Kelly),9,12,angel
I'm Your Angel (Ft. R. Kelly),9,13,hope
I'm Your Angel (Ft. R. Kelly),9,14,matter
I'm Your Angel (Ft. R. Kelly),9,15,makes
I'm Your Angel (Ft. R. Kelly),9,15,difference
I'm Your Angel (Ft. R. Kelly),9,16,angel
I'm Your Angel (Ft. R. Kelly),9,17,angel
I'm Your Angel (Ft. R. Kelly),9,18,teardrops
I'm Your Angel (Ft. R. Kelly),9,18,heard
I'm Your Angel (Ft. R. Kelly),9,18,cry
I'm Your Angel (Ft. R. Kelly),9,19,time
I'm Your Angel (Ft. R. Kelly),9,19,seek
I'm Your Angel (Ft. R. Kelly),9,20,lonely
I'm Your Angel (Ft. R. Kelly),9,21,day
I'm Your Angel (Ft. R. Kelly),9,22,morning
I'm Your Angel (Ft. R. Kelly),9,23,days
I'm Your Angel (Ft. R. Kelly),9,23,bright
I'm Your Angel (Ft. R. Kelly),9,23,sun
I'm Your Angel (Ft. R. Kelly),9,24,fears
I'm Your Angel (Ft. R. Kelly),9,24,cast
I'm Your Angel (Ft. R. Kelly),9,26,cloud
I'm Your Angel (Ft. R. Kelly),9,26,sky
I'm Your Angel (Ft. R. Kelly),9,27,shoulder
I'm Your Angel (Ft. R. Kelly),9,27,cry
I'm Your Angel (Ft. R. Kelly),9,28,hear
I'm Your Angel (Ft. R. Kelly),9,28,voices
I'm Your Angel (Ft. R. Kelly),9,28,call
I'm Your Angel (Ft. R. Kelly),9,29,angel
I'm Your Angel (Ft. R. Kelly),9,30,hope
I'm Your Angel (Ft. R. Kelly),9,31,matter
I'm Your Angel (Ft. R. Kelly),9,32,makes
I'm Your Angel (Ft. R. Kelly),9,32,difference
I'm Your Angel (Ft. R. Kelly),9,33,angel
I'm Your Angel (Ft. R. Kelly),9,34,angel
I'm Your Angel (Ft. R. Kelly),9,35,time
I'm Your Angel (Ft. R. Kelly),9,35,storm
I'm Your Angel (Ft. R. Kelly),9,37,grace
I'm Your Angel (Ft. R. Kelly),9,37,safe
I'm Your Angel (Ft. R. Kelly),9,37,warm
I'm Your Angel (Ft. R. Kelly),9,38,survive
I'm Your Angel (Ft. R. Kelly),9,39,drawing
I'm Your Angel (Ft. R. Kelly),9,40,drawing
I'm Your Angel (Ft. R. Kelly),9,41,dare
I'm Your Angel (Ft. R. Kelly),9,41,fight
I'm Your Angel (Ft. R. Kelly),9,42,trust
I'm Your Angel (Ft. R. Kelly),9,42,skies
I'm Your Angel (Ft. R. Kelly),9,43,cloud
I'm Your Angel (Ft. R. Kelly),9,43,sky
I'm Your Angel (Ft. R. Kelly),9,44,shoulder
I'm Your Angel (Ft. R. Kelly),9,44,cry
I'm Your Angel (Ft. R. Kelly),9,45,hear
I'm Your Angel (Ft. R. Kelly),9,45,voices
I'm Your Angel (Ft. R. Kelly),9,45,call
I'm Your Angel (Ft. R. Kelly),9,46,angel
I'm Your Angel (Ft. R. Kelly),9,47,hope
I'm Your Angel (Ft. R. Kelly),9,48,matter
I'm Your Angel (Ft. R. Kelly),9,49,makes
I'm Your Angel (Ft. R. Kelly),9,49,difference
I'm Your Angel (Ft. R. Kelly),9,50,angel
I'm Your Angel (Ft. R. Kelly),9,51,cloud
I'm Your Angel (Ft. R. Kelly),9,51,sky
I'm Your Angel (Ft. R. Kelly),9,52,shoulder
I'm Your Angel (Ft. R. Kelly),9,52,cry
I'm Your Angel (Ft. R. Kelly),9,53,hear
I'm Your Angel (Ft. R. Kelly),9,53,voices
I'm Your Angel (Ft. R. Kelly),9,53,call
I'm Your Angel (Ft. R. Kelly),9,54,angel
I'm Your Angel (Ft. R. Kelly),9,55,hope
I'm Your Angel (Ft. R. Kelly),9,56,matter
I'm Your Angel (Ft. R. Kelly),9,57,makes
I'm Your Angel (Ft. R. Kelly),9,57,difference
I'm Your Angel (Ft. R. Kelly),9,58,angel
I'm Your Angel (Ft. R. Kelly),9,59,cloud
I'm Your Angel (Ft. R. Kelly),9,59,sky
I'm Your Angel (Ft. R. Kelly),9,60,shoulder
I'm Your Angel (Ft. R. Kelly),9,60,cry
I'm Your Angel (Ft. R. Kelly),9,61,hear
I'm Your Angel (Ft. R. Kelly),9,61,voices
I'm Your Angel (Ft. R. Kelly),9,61,call
I'm Your Angel (Ft. R. Kelly),9,62,angel
That's the Way It Is,10,1,mmm
That's the Way It Is,10,1,mmm
That's the Way It Is,10,2,yeah
That's the Way It Is,10,3,read
That's the Way It Is,10,3,mind
That's the Way It Is,10,3,story
That's the Way It Is,10,4,yeah
That's the Way It Is,10,5,uphill
That's the Way It Is,10,5,climb
That's the Way It Is,10,5,feeling
That's the Way It Is,10,6,yeah
That's the Way It Is,10,7,surrender
That's the Way It Is,10,7,win
That's the Way It Is,10,8,called
That's the Way It Is,10,8,love
That's the Way It Is,10,9,easy
That's the Way It Is,10,10,ready
That's the Way It Is,10,10,heart's
That's the Way It Is,10,10,left
That's the Way It Is,10,10,doubt
That's the Way It Is,10,11,faith
That's the Way It Is,10,12,love
That's the Way It Is,10,14,question
That's the Way It Is,10,14,simple
That's the Way It Is,10,14,answer
That's the Way It Is,10,16,plain
That's the Way It Is,10,16,stick
That's the Way It Is,10,17,gonna
That's the Way It Is,10,17,yeah
That's the Way It Is,10,18,surrender
That's the Way It Is,10,18,win
That's the Way It Is,10,19,called
That's the Way It Is,10,19,love
That's the Way It Is,10,20,easy
That's the Way It Is,10,21,ready
That's the Way It Is,10,21,heart's
That's the Way It Is,10,21,left
That's the Way It Is,10,21,doubt
That's the Way It Is,10,22,faith
That's the Way It Is,10,22,faith
That's the Way It Is,10,23,love
That's the Way It Is,10,25,life
That's the Way It Is,10,25,empty
That's the Way It Is,10,25,tomorrow
That's the Way It Is,10,26,loneliness
That's the Way It Is,10,26,starts
That's the Way It Is,10,26,call
That's the Way It Is,10,26,loneliness
That's the Way It Is,10,26,starts
That's the Way It Is,10,27,baby
That's the Way It Is,10,27,worry
That's the Way It Is,10,27,forget
That's the Way It Is,10,27,sorrow
That's the Way It Is,10,28,love's
That's the Way It Is,10,28,gonna
That's the Way It Is,10,28,conquer
That's the Way It Is,10,29,easy
That's the Way It Is,10,30,ready
That's the Way It Is,10,30,heart's
That's the Way It Is,10,30,left
That's the Way It Is,10,30,doubt
That's the Way It Is,10,31,faith
That's the Way It Is,10,31,faith
That's the Way It Is,10,32,love
That's the Way It Is,10,33,easy
That's the Way It Is,10,34,ready
That's the Way It Is,10,34,heart's
That's the Way It Is,10,34,left
That's the Way It Is,10,34,doubt
That's the Way It Is,10,35,faith
That's the Way It Is,10,35,faith
That's the Way It Is,10,36,love
That's the Way It Is,10,39,babe
That's the Way It Is,10,41,faith
That's the Way It Is,10,41,faith
That's the Way It Is,10,42,love
If Walls Could Talk,11,1,walls
If Walls Could Talk,11,1,secret
If Walls Could Talk,11,4,lovers
If Walls Could Talk,11,4,lose
If Walls Could Talk,11,4,control
If Walls Could Talk,11,5,shadows
If Walls Could Talk,11,6,chasing
If Walls Could Talk,11,6,rainbows
If Walls Could Talk,11,7,closed
If Walls Could Talk,11,7,windows
If Walls Could Talk,11,8,closed
If Walls Could Talk,11,8,doors
If Walls Could Talk,11,9,walls
If Walls Could Talk,11,9,talk
If Walls Could Talk,11,10,ooh
If Walls Could Talk,11,12,hey
If Walls Could Talk,11,14,people
If Walls Could Talk,11,14,memories
If Walls Could Talk,11,16,arms
If Walls Could Talk,11,16,empty
If Walls Could Talk,11,17,lying
If Walls Could Talk,11,17,fell
If Walls Could Talk,11,18,painting
If Walls Could Talk,11,18,pictures
If Walls Could Talk,11,19,magic
If Walls Could Talk,11,20,taking
If Walls Could Talk,11,20,chances
If Walls Could Talk,11,21,love
If Walls Could Talk,11,22,walls
If Walls Could Talk,11,22,eyes
If Walls Could Talk,11,23,love
If Walls Could Talk,11,23,inside
If Walls Could Talk,11,25,arms
If Walls Could Talk,11,25,ecstasy
If Walls Could Talk,11,26,move
If Walls Could Talk,11,26,love
If Walls Could Talk,11,27,feeling
If Walls Could Talk,11,27,weak
If Walls Could Talk,11,28,wings
If Walls Could Talk,11,29,fire
If Walls Could Talk,11,29,heat
If Walls Could Talk,11,30,light
If Walls Could Talk,11,31,hear
If Walls Could Talk,11,31,violins
If Walls Could Talk,11,32,play
If Walls Could Talk,11,32,string
If Walls Could Talk,11,33,stop
If Walls Could Talk,11,33,press
If Walls Could Talk,11,34,hold
If Walls Could Talk,11,34,news
If Walls Could Talk,11,35,secret's
If Walls Could Talk,11,35,safe
If Walls Could Talk,11,36,walls
If Walls Could Talk,11,36,secret
If Walls Could Talk,11,37,love
If Walls Could Talk,11,38,ooh
If Walls Could Talk,11,38,love
If Walls Could Talk,11,38,baby
If Walls Could Talk,11,39,ooh
If Walls Could Talk,11,39,baby
If Walls Could Talk,11,40,love
If Walls Could Talk,11,40,love
If Walls Could Talk,11,40,love
If Walls Could Talk,11,40,love
If Walls Could Talk,11,40,honey
If Walls Could Talk,11,41,love
If Walls Could Talk,11,41,love
If Walls Could Talk,11,41,love
If Walls Could Talk,11,42,arms
If Walls Could Talk,11,42,ecstasy
If Walls Could Talk,11,43,baby
If Walls Could Talk,11,44,baby
If Walls Could Talk,11,45,ooh
If Walls Could Talk,11,46,ooh
If Walls Could Talk,11,46,baby
The First Time I Ever Saw Your Face,12,1,time
The First Time I Ever Saw Your Face,12,2,sun
The First Time I Ever Saw Your Face,12,2,rose
